"","Codes","Description","unit","Periodicity","start","last.value","source"
"227","ST_1006984","?ndice de Confian?a do Consumidor - Expectativas com Ajuste Sazonal","indice","M","01/09/2005","04/01/2016","FGV|IBRE"
"228","ST_1006985","100010300 - PRODUTOS QUIMICOS","indice","M","01/03/2009","12/01/2015","FGV|IBRE"
"229","ST_1006987","100010300 - PRODUTOS QUIMICOS","indice","M","01/03/2009","12/01/2015","FGV|IBRE"
"230","ST_1007054","IPA-EX-10- Bens Finais exceto Alimentos 'in natura"" e Combust?veis para consumo","indice","M","#N/D","04/01/2016","FGV|IBRE"
"231","ST_1007055","IPA-EX-10- Bens Intermedi?rios exceto Combust?veis e Lubrificantes para Produ??o","indice","M","#N/D","04/01/2016","FGV|IBRE"
"232","ST_1007056","IPA-EX-M - Bens Finais exceto Alimentos 'in natura"" e Combust?veis para consumo","indice","M","#N/D","04/01/2016","FGV|IBRE"
"233","ST_1007057","IPA-EX-M - Bens Intermedi?rios exceto Combust?veis e Lubrificantes para Produ??o","indice","M","#N/D","04/01/2016","FGV|IBRE"
"234","ST_1134606","?????????Minerais?met?licos?n?o-ferrosos ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"235","ST_1135653","?????????Curtimento?e?prepara??es?do?couro ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"236","ST_1135878","?????????Papel,?papel?o?liso,?cartolina?e?cart?o ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"237","ST_1135923","?????????Embalagem?de?papel?ou?papel?o ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"238","ST_1136013","?????????Produtos?derivados?do?petr?leo ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"239","ST_1136193","?????????Resinas?e?elast?meros ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"240","ST_1136418","?????????Tintas,?vernizes,?esmaltes,?lacas?e?produtos?afins ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"241","ST_1136508","?????????Artigos?de?borracha ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"242","ST_1136598","?????????Vidro?e?produtos?de?vidro ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"243","ST_1136733","?????????Produtos?cer?micos ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"244","ST_1136868","?????????Produtos?sider?rgicos ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"245","ST_1136913","?????????Tubos?de?ferro?e?a?o ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"246","ST_1136958","?????????Produtos?da?metalurgia?dos?n?o-ferrosos ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"247","ST_1137003","?????????Artefatos?e?pe?as?de?ferro?fundido ","indice","M","01/01/2008","12/01/2015","FGV|IBRE"
"248","ST_1137543","?????????Geradores,?transformadores?e?motores?el?tricos ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"249","ST_1137588","?????????Equipamentos?para?distribui??o?e?controle?de?energia?el?trica ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"250","ST_1137948","?????????Autom?veis,?camionetas?e?utilit?rios ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"251","ST_1163544","????????????Tecidos?de?fios?artificiais?e?sint?ticos ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"252","ST_1167135","????????????Madeira?serrada?e?desdobrada ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"253","ST_1177938","????????????Gases?industriais ","indice","M","01/01/2008","12/01/2015","FGV|IBRE"
"254","ST_1179753","????????????Polietileno?de?alta?densidade?(pead) ","indice","M","01/01/2008",NA,"FGV|IBRE"
"255","ST_1180017","????????????Resinas?termofixas ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"256","ST_1181220","????????????Tintas?de?impress?o ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"257","ST_1190628","????????????Bobinas?a?frio?de?a?o?ao?carbono ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"258","ST_1190694","????????????Bobinas?a?quente?de?a?o?ao?carbono ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"259","ST_1190760","????????????Bobinas?ou?chapas?grossas?de?a?o?ao?carbono ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"260","ST_1190892","????????????Bobinas?ou?chapas?de?a?o?zincadas ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"261","ST_1191024","????????????Barras?de?a?o?ligado,?inclusive?inoxid?vel ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"262","ST_1191423","????????????Vergalh?es?de?a?o?ao?carbono ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"263","ST_1191492","????????????Arames?de?a?o?ao?carbono ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"264","ST_1191558","????????????Relaminados?de?a?o ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"265","ST_1191894","????????????Chapas?e?tiras?de?alum?nio ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"266","ST_1192080","????????????Alumina?calcinada ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"267","ST_1192206","????????????Barras,?perfis?e?vergalh?es?de?cobre?e?de?ligas?de?cobre ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"268","ST_1193223","????????????Artefatos?de?trefilados ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"269","ST_1193358","????????????Motores?a?diesel,?exceto?para?ve?culos?rodovi?rios ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"270","ST_1193490","????????????Bombas?hidr?ulicas ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"271","ST_1193694","????????????Compressores?de?ar?ou?g?s ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"272","ST_1193829","????????????M?quinas?e?equipamentos?para?transporte?e?eleva??o?de?carga ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"273","ST_1196103","????????????L?mpadas ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"274","ST_1257093","? IPA?-?todos?os?itens (IPA-OG-10)","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"275","ST_1257099","? IPA?-?todos?os?itens (IPA-OG-M)","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"276","ST_1257105","IPA - TODOS OS ITENS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"277","ST_1257138","??????Carv?o?mineral ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"278","ST_1257144","??????Carv?o?mineral ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"279","ST_1257147",".........CARV?O MINERAL","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"280","ST_1257150",".........CARV?O MINERAL","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"281","ST_1257183","??????Minerais?met?licos ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"282","ST_1257189","??????Minerais?met?licos ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"283","ST_1257192",".........MINERAIS MET?LICOS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"284","ST_1257195",".........MINERAIS MET?LICOS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"285","ST_1257228","??????Minerais?n?o-met?licos ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"286","ST_1257234","??????Minerais?n?o-met?licos ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"287","ST_1257237",".........MINERAIS N?O-MET?LICOS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"288","ST_1257240",".........MINERAIS N?O-MET?LICOS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"289","ST_1257273","???? ??Produtos?aliment?cios?e?bebidas ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"290","ST_1257279","???? ??Produtos?aliment?cios?e?bebidas ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"291","ST_1257282",".........PRODUTOS ALIMENT?CIOS E BEBIDAS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"292","ST_1257285",".........PRODUTOS ALIMENT?CIOS E BEBIDAS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"293","ST_1257318","??????Produtos?do?fumo ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"294","ST_1257324","??????Produtos?do?fumo ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"295","ST_1257327",".........PRODUTOS DO FUMO","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"296","ST_1257330",".........PRODUTOS DO FUMO","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"297","ST_1257363","??????Produtos?t?xteis ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"298","ST_1257369","??????Produtos?t?xteis ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"299","ST_1257372",".........PRODUTOS T?XTEIS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"300","ST_1257375",".........PRODUTOS T?XTEIS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"301","ST_1257408","??????Artigos?do?vestu?rio ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"302","ST_1257414","??????Artigos?do?vestu?rio ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"303","ST_1257417",".........ARTIGOS DO VESTU?RIO","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"304","ST_1257420",".........ARTIGOS DO VESTU?RIO","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"305","ST_1257531","??????Couros?e?cal?ados ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"306","ST_1257537","??????Couros?e?cal?ados ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"307","ST_1257540",".........COUROS E CAL?ADOS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"308","ST_1257543",".........COUROS E CAL?ADOS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"309","ST_1257576","??????Produtos?de?madeira ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"310","ST_1257582","??????Produtos?de?madeira ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"311","ST_1257585",".........PRODUTOS DE MADEIRA","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"312","ST_1257588",".........PRODUTOS DE MADEIRA","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"313","ST_1257621","??????Celulose,?papel?e?produtos?de?papel ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"314","ST_1257627","??????Celulose,?papel?e?produtos?de?papel ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"315","ST_1257630",".........CELULOSE, PAPEL E PRODUTOS DE PAPEL","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"316","ST_1257633",".........CELULOSE, PAPEL E PRODUTOS DE PAPEL","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"317","ST_1257666","??????Produtos?derivados?do?petr?leo?e??lcool ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"318","ST_1257672","??????Produtos?derivados?do?petr?leo?e??lcool ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"319","ST_1257675",".........PRODUTOS DERIVADOS DO PETR?LEO E ?LCOOL","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"320","ST_1257678",".........PRODUTOS DERIVADOS DO PETR?LEO E ?LCOOL","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"321","ST_1257711","??????Produtos?qu?micos ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"322","ST_1257717","??????Produtos?qu?micos ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"323","ST_1257720",".........PRODUTOS QU?MICOS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"324","ST_1257723",".........PRODUTOS QU?MICOS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"325","ST_1257756","??????Artigos?de?borracha?e?de?material?pl?stico ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"326","ST_1257762","??????Artigos?de?borracha?e?de?material?pl?stico ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"327","ST_1257765","ARTIGOS DE BORRACHA E MATERIAL PL?STICO","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"328","ST_1257768",".........ARTIGOS DE BORRACHA E DE MATERIAL PL?STICO","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"329","ST_1257801","??????Produtos?de?minerais?n?o-met?licos ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"330","ST_1257807","??????Produtos?de?minerais?n?o-met?licos ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"331","ST_1257810","PROD. DE MINERAIS N?O MET?LICOS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"332","ST_1257813",".........PRODUTOS DE MINERAIS N?O-MET?LICOS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"333","ST_1257846","??????Metalurgia?b?sica ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"334","ST_1257852","??????Metalurgia?b?sica ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"335","ST_1257855",".........METAL?RGICA B?SICA","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"336","ST_1257858",".........METAL?RGICA B?SICA","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"337","ST_1257891","??????Produtos?de?metal ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"338","ST_1257897","??????Produtos?de?metal ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"339","ST_1257900",".........PRODUTOS DE METAL","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"340","ST_1257903",".........PRODUTOS DE METAL","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"341","ST_1257936","??????M?quinas?e?equipamentos ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"342","ST_1257942","??????M?quinas?e?equipamentos ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"343","ST_1257945",".........M?QUINAS E EQUIPAMENTOS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"344","ST_1257948",".........M?QUINAS E EQUIPAMENTOS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"345","ST_1257981","??????Equipamentos?de?inform?tica ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"346","ST_1257987","??????Equipamentos?de?inform?tica ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"347","ST_1257990",".........EQUIPAMENTOS DE INFORM?TICA","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"348","ST_1257993",".........EQUIPAMENTOS DE INFORM?TICA","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"349","ST_1258026","??????M?quinas,?aparelhos?e?materiais?el?tricos ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"350","ST_1258032","??????M?quinas,?aparelhos?e?materiais?el?tricos ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"351","ST_1258035",".........M?QUINAS, APARELHOS E MATERIAIS EL?TRICOS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"352","ST_1258038",".........M?QUINAS, APARELHOS E MATERIAIS EL?TRICOS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"353","ST_1258071","??????Material?eletr?nico,?aparelhos?e?equipamentos?de?comunica??o ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"354","ST_1258077","??????Material?eletr?nico,?aparelhos?e?equipamentos?de?comunica??o ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"355","ST_1258080",".........MATERIAL ELETR?NICO, APARELHOS E EQUIPAMENTOS DE COMUNICA??O","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"356","ST_1258083",".........MATERIAL ELETR?NICO, APARELHOS E EQUIPAMENTOS DE COMUNICA??O","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"357","ST_1258116","??????Ve?culos?automotores,?reboques,?carrocerias?e?autope?as ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"358","ST_1258122","??????Ve?culos?automotores,?reboques,?carrocerias?e?autope?as ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"359","ST_1258125",".........VE?CULOS AUTOMOTORES, REBOQUES, CARROCERIAS E AUTOPE?AS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"360","ST_1258128",".........VE?CULOS AUTOMOTORES, REBOQUES, CARROCERIAS E AUTOPE?AS","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"361","ST_1258239","??????Outros?equipamentos?de?transporte ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"362","ST_1258245","??????Outros?equipamentos?de?transporte ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"363","ST_1258248",".........OUTROS EQUIPAMENTOS DE TRANSPORTE","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"364","ST_1258251",".........OUTROS EQUIPAMENTOS DE TRANSPORTE","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"365","ST_1258284","??????M?veis?e?artigos?do?mobili?rio ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"366","ST_1258290","??????M?veis?e?artigos?do?mobili?rio ","indice","M","01/01/1996","04/01/2016","FGV|IBRE"
"367","ST_1258293",".........M?VEIS E ARTIGOS DO MOBILI?RIO","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"368","ST_1258296",".........M?VEIS E ARTIGOS DO MOBILI?RIO","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"369","ST_1258827","?????????Carv?o?mineral ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"370","ST_1258830","?????????Carv?o?mineral ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"371","ST_1258833","?????????Carv?o?mineral ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"372","ST_1258965","?????????Min?rio?de?ferro ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"373","ST_1258968","?????????Min?rio?de?ferro ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"374","ST_1258971","?????????Min?rio?de?ferro ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"375","ST_1259079","?????????Minerais?met?licos?n?o-ferrosos ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"376","ST_1259085","?????????Minerais?met?licos?n?o-ferrosos ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"377","ST_1259208","?????????Pedras?e?areias ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"378","ST_1259211","?????????Pedras?e?areias ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"379","ST_1259214","?????????Pedras?e?areias ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"380","ST_1259298","?????????Carnes,?produtos?de?carne?e?pescados ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"381","ST_1259301","?????????Carnes,?produtos?de?carne?e?pescados ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"382","ST_1259304","?????????Carnes,?produtos?de?carne?e?pescados ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"383","ST_1259343","?????????Conservas?de?frutas,?legumes?e?outros?vegetais ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"384","ST_1259346","?????????Conservas?de?frutas,?legumes?e?outros?vegetais ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"385","ST_1259349","?????????Conservas?de?frutas,?legumes?e?outros?vegetais ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"386","ST_1259388","??????????leos?e?gorduras?vegetais ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"387","ST_1259391","??????????leos?e?gorduras?vegetais ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"388","ST_1259394","??????????leos?e?gorduras?vegetais ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"389","ST_1259433","?????????Latic?nios ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"390","ST_1259436","?????????Latic?nios ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"391","ST_1259439","?????????Latic?nios ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"392","ST_1259478","?????????Produtos?amil?ceos?e?alimentos?para?animais ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"393","ST_1259481","?????????Produtos?amil?ceos?e?alimentos?para?animais ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"394","ST_1259484","?????????Produtos?amil?ceos?e?alimentos?para?animais ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"395","ST_1259523","?????????A??car ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"396","ST_1259526","?????????A??car ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"397","ST_1259529","?????????A??car ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"398","ST_1259568","?????????Caf? ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"399","ST_1259571","?????????Caf? ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"400","ST_1259574","?????????Caf? ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"401","ST_1259613","?????????Outros?produtos?aliment?cios ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"402","ST_1259616","?????????Outros?produtos?aliment?cios ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"403","ST_1259619","?????????Outros?produtos?aliment?cios ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"404","ST_1259727","?????????Bebidas ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"405","ST_1259730","?????????Bebidas ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"406","ST_1259733","?????????Bebidas ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"407","ST_1259856","?????????Fios ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"408","ST_1259859","?????????Fios ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"409","ST_1259862","?????????Fios ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"410","ST_1259901","?????????Tecidos ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"411","ST_1259904","?????????Tecidos ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"412","ST_1259907","?????????Tecidos ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"413","ST_1259946","?????????Artefatos?t?xteis,?inclusive?tecelagem ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"414","ST_1259949","?????????Artefatos?t?xteis,?inclusive?tecelagem ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"415","ST_1259952","?????????Artefatos?t?xteis,?inclusive?tecelagem ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"416","ST_1259991","?????????Artefatos?t?xteis,?exclusive?tecelagem ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
"417","ST_1259994","?????????Artefatos?t?xteis,?exclusive?tecelagem ","indice","M","01/01/1996","12/01/2015","FGV|IBRE"
